matchday,trap_type,h_rank,a_rank,h_points,a_points,h_gd,a_gd,h_gs,a_gs,h_gc,a_gc,won
29,GRAVITY_HOME_DOG,16,13,17,22,-32,-18,19,29,51,47,False
6,GRAVITY_HOME_DOG,15,4,1,9,-6,4,5,5,11,1,True
7,GRAVITY_AWAY_DOG,14,16,5,1,-5,-7,7,6,12,13,True
14,GRAVITY_HOME_DOG,13,4,12,23,-7,8,8,11,15,3,True
15,GRAVITY_AWAY_DOG,9,14,16,12,-5,-10,21,8,26,18,True
16,GRAVITY_AWAY_DOG,7,15,22,12,6,-13,20,8,14,21,False
18,GRAVITY_AWAY_DOG,8,13,23,15,4,-18,20,10,16,28,True
21,GRAVITY_HOME_DOG,15,16,15,14,-17,-17,12,17,29,34,False
22,GRAVITY_HOME_DOG,16,12,14,20,-18,-10,17,22,35,32,True
23,GRAVITY_HOME_DOG,15,16,16,14,-27,-19,13,18,40,37,False
24,GRAVITY_HOME_DOG,16,6,14,35,-21,3,18,25,39,22,True
25,GRAVITY_AWAY_DOG,3,16,49,14,26,-23,34,18,8,41,True
26,GRAVITY_HOME_DOG,15,8,19,37,-19,-1,23,31,42,32,True
26,GRAVITY_HOME_DOG,16,11,14,30,-26,-9,19,33,45,42,True
27,GRAVITY_AWAY_DOG,9,16,37,14,5,-28,33,20,28,48,True
27,GRAVITY_AWAY_DOG,11,15,33,19,-15,-20,22,24,37,44,False
28,GRAVITY_HOME_DOG,13,12,24,25,-15,-29,26,21,41,50,True
28,GRAVITY_HOME_DOG,16,7,14,40,-33,-1,20,34,53,35,True
29,GRAVITY_AWAY_DOG,8,14,40,24,1,-16,30,27,29,43,True
29,GRAVITY_AWAY_DOG,10,16,36,14,-15,-34,23,20,38,54,True
30,GRAVITY_HOME_DOG,16,15,14,22,-35,-21,20,28,55,49,True
30,GRAVITY_HOME_DOG,14,2,24,59,-18,34,27,45,45,11,True
7,GRAVITY_AWAY_DOG,12,16,7,1,-1,-6,4,4,5,10,False
16,GRAVITY_AWAY_DOG,11,15,17,13,-10,-15,19,11,29,26,True
17,GRAVITY_HOME_DOG,16,7,13,24,-16,2,11,19,27,17,True
28,GRAVITY_HOME_DOG,14,9,25,37,-22,-1,22,31,44,32,True
29,GRAVITY_HOME_DOG,16,12,22,34,-31,-11,16,36,47,47,True
29,GRAVITY_AWAY_DOG,6,15,44,25,6,-23,41,22,35,45,True
30,GRAVITY_HOME_DOG,15,2,25,54,-26,19,23,58,49,39,True
8,GRAVITY_HOME_DOG,14,8,5,10,-5,-1,4,7,9,8,True
9,GRAVITY_AWAY_DOG,2,16,17,5,5,-7,15,5,10,12,True
10,GRAVITY_HOME_DOG,16,13,5,8,-11,-3,5,10,16,13,True
16,GRAVITY_AWAY_DOG,8,15,19,12,-1,-17,18,12,19,29,False
20,GRAVITY_HOME_DOG,13,9,19,23,-6,-14,23,18,29,32,True
21,GRAVITY_AWAY_DOG,15,13,17,19,-19,-8,16,23,35,31,True
23,GRAVITY_AWAY_DOG,9,14,29,19,-10,-21,23,18,33,39,True
29,GRAVITY_HOME_DOG,13,16,24,23,-13,-31,28,23,41,54,False
7,GRAVITY_AWAY_DOG,12,13,4,3,-6,-6,2,3,8,9,True
13,GRAVITY_HOME_DOG,16,7,3,18,-15,6,5,23,20,17,True
14,GRAVITY_AWAY_DOG,12,16,13,3,-4,-16,12,5,16,21,True
15,GRAVITY_HOME_DOG,16,3,3,28,-17,11,6,25,23,14,True
16,GRAVITY_HOME_DOG,16,7,3,24,-20,7,6,27,26,20,True
17,GRAVITY_AWAY_DOG,2,16,33,3,12,-22,25,7,13,29,True
18,GRAVITY_HOME_DOG,16,13,3,14,-23,-15,8,7,31,22,True
19,GRAVITY_AWAY_DOG,10,16,24,3,-7,-24,20,9,27,33,True
20,GRAVITY_HOME_DOG,16,2,3,39,-25,18,9,34,34,16,True
21,GRAVITY_AWAY_DOG,7,16,33,3,7,-26,36,9,29,35,True
22,GRAVITY_HOME_DOG,16,6,3,36,-27,6,10,25,37,19,False
23,GRAVITY_HOME_DOG,14,5,17,38,-21,12,11,41,32,29,False
13,GRAVITY_HOME_DOG,16,14,8,11,-13,-6,11,8,24,14,True
14,GRAVITY_AWAY_DOG,3,16,23,8,10,-14,28,12,18,26,True
15,GRAVITY_HOME_DOG,16,4,8,23,-18,8,12,21,30,13,True
16,GRAVITY_HOME_DOG,16,6,8,21,-21,3,13,24,34,21,True
20,GRAVITY_AWAY_DOG,3,15,32,17,10,-14,37,14,27,28,True
27,GRAVITY_HOME_DOG,15,7,26,39,-21,13,29,43,50,30,True
6,GRAVITY_AWAY_DOG,12,15,5,3,-2,-5,4,4,6,9,False
10,GRAVITY_AWAY_DOG,8,15,15,4,2,-12,12,7,10,19,False
10,GRAVITY_AWAY_DOG,11,16,9,3,-2,-9,8,7,10,16,True
11,GRAVITY_HOME_DOG,16,7,3,16,-10,1,7,13,17,12,False
15,GRAVITY_AWAY_DOG,6,16,21,9,3,-13,21,9,18,22,True
16,GRAVITY_AWAY_DOG,13,16,13,9,-13,-14,17,11,30,25,True
17,GRAVITY_HOME_DOG,16,5,9,27,-16,7,11,27,27,20,True
18,GRAVITY_AWAY_DOG,12,14,16,15,-13,-10,20,14,33,24,True
22,GRAVITY_HOME_DOG,16,7,12,34,-30,6,11,35,41,29,True
23,GRAVITY_HOME_DOG,14,4,17,40,-22,14,24,40,46,26,False
23,GRAVITY_AWAY_DOG,15,16,14,12,-19,-31,15,12,34,43,True
24,GRAVITY_HOME_DOG,16,12,12,21,-32,-14,12,24,44,38,False
25,GRAVITY_HOME_DOG,14,16,19,15,-22,-31,20,14,42,45,False
30,GRAVITY_AWAY_DOG,4,14,53,22,15,-26,52,31,37,57,True
7,GRAVITY_AWAY_DOG,3,16,12,1,7,-10,12,4,5,14,True
8,GRAVITY_HOME_DOG,16,8,1,12,-11,1,4,11,15,10,False
9,GRAVITY_HOME_DOG,16,15,3,4,-11,-10,5,6,16,16,True
10,GRAVITY_AWAY_DOG,11,16,9,3,-4,-12,10,7,14,19,True
11,GRAVITY_HOME_DOG,16,8,3,13,-15,1,7,16,22,15,True
12,GRAVITY_AWAY_DOG,11,16,12,3,-12,-17,9,8,21,25,True
13,GRAVITY_HOME_DOG,16,8,3,18,-18,4,8,18,26,14,False
17,GRAVITY_HOME_DOG,13,12,16,16,-9,-3,19,19,28,22,True
18,GRAVITY_HOME_DOG,14,6,16,28,-12,1,19,27,31,26,True
19,GRAVITY_AWAY_DOG,9,14,21,16,-11,-13,18,20,29,33,False
29,GRAVITY_AWAY_DOG,4,16,49,22,22,-11,49,28,27,39,True
30,GRAVITY_HOME_DOG,16,10,22,34,-12,-14,29,32,41,46,True
7,GRAVITY_HOME_DOG,16,8,1,10,-10,0,4,8,14,8,True
21,GRAVITY_HOME_DOG,16,2,11,41,-21,22,14,42,35,20,True
22,GRAVITY_AWAY_DOG,3,16,42,11,20,-23,42,14,22,37,True
23,GRAVITY_HOME_DOG,16,14,11,18,-24,-16,16,15,40,31,True
24,GRAVITY_AWAY_DOG,5,16,39,11,15,-25,42,16,27,41,True
25,GRAVITY_HOME_DOG,16,6,11,37,-27,4,16,30,43,26,True
29,GRAVITY_AWAY_DOG,16,15,15,22,-28,-27,24,26,52,53,False
12,GRAVITY_AWAY_DOG,12,15,13,5,0,-10,8,7,8,17,False
13,GRAVITY_HOME_DOG,16,12,5,13,-14,-1,10,9,24,10,False
14,GRAVITY_AWAY_DOG,7,15,20,9,-2,-8,16,10,18,18,True
19,GRAVITY_HOME_DOG,14,9,16,24,-10,-6,14,20,24,26,False
28,GRAVITY_AWAY_DOG,11,16,30,17,-8,-32,28,23,36,55,True
29,GRAVITY_HOME_DOG,16,8,17,35,-33,1,23,34,56,33,True
7,GRAVITY_HOME_DOG,15,2,3,14,-11,6,4,9,15,3,True
9,GRAVITY_AWAY_DOG,5,16,15,2,6,-10,9,2,3,12,True
10,GRAVITY_HOME_DOG,14,11,8,9,-4,-4,10,8,14,12,True
14,GRAVITY_HOME_DOG,13,2,11,28,-5,11,14,21,19,10,True
15,GRAVITY_AWAY_DOG,6,14,23,11,8,-6,20,14,12,20,True
16,GRAVITY_AWAY_DOG,16,14,7,11,-21,-9,10,14,31,23,True
17,GRAVITY_HOME_DOG,14,13,11,14,-10,-10,14,11,24,21,True
18,GRAVITY_AWAY_DOG,8,14,21,11,-3,-11,29,14,32,25,True
19,GRAVITY_HOME_DOG,15,14,11,12,-12,-11,16,10,28,21,True
28,GRAVITY_AWAY_DOG,15,14,19,29,-20,-9,22,33,42,42,True
29,GRAVITY_HOME_DOG,14,12,29,32,-12,-16,33,28,45,44,True
6,GRAVITY_AWAY_DOG,12,15,4,1,-4,-7,6,4,10,11,False
6,GRAVITY_HOME_DOG,16,2,1,13,-10,5,1,9,11,4,True
7,GRAVITY_AWAY_DOG,13,16,4,1,-6,-11,5,3,11,14,True
8,GRAVITY_HOME_DOG,16,7,1,13,-16,4,3,15,19,11,True
8,GRAVITY_HOME_DOG,14,8,4,13,-9,3,6,12,15,9,True
9,GRAVITY_AWAY_DOG,6,16,16,1,4,-17,13,4,9,21,True
9,GRAVITY_AWAY_DOG,7,15,15,4,5,-10,16,6,11,16,True
10,GRAVITY_HOME_DOG,16,6,1,18,-19,7,5,18,24,11,True
10,GRAVITY_HOME_DOG,15,10,4,10,-12,-4,6,11,18,15,True
11,GRAVITY_HOME_DOG,15,11,4,10,-14,-7,6,11,20,18,True
11,GRAVITY_AWAY_DOG,9,16,13,1,-2,-22,13,5,15,27,True
12,GRAVITY_HOME_DOG,16,15,1,4,-23,-16,5,6,28,22,False
13,GRAVITY_HOME_DOG,15,13,4,9,-17,-7,7,12,24,19,True
14,GRAVITY_AWAY_DOG,2,16,27,4,11,-20,32,7,21,27,True
15,GRAVITY_HOME_DOG,16,13,4,12,-23,-9,8,11,31,20,False
29,GRAVITY_AWAY_DOG,8,16,42,19,5,-23,43,24,38,47,True
6,CRUSHER_AWAY_FAV,13,4,4,10,0,5,4,10,4,5,True
7,GRAVITY_AWAY_DOG,15,14,3,4,-8,-1,3,4,11,5,False
12,GRAVITY_AWAY_DOG,10,14,14,9,1,-6,15,8,14,14,True
16,GRAVITY_AWAY_DOG,7,15,23,9,2,-15,26,14,24,29,True
17,GRAVITY_HOME_DOG,15,2,9,31,-18,18,15,30,33,12,True
20,GRAVITY_AWAY_DOG,13,14,22,20,3,-13,22,23,19,36,True
21,GRAVITY_HOME_DOG,14,11,20,25,-14,-6,23,22,37,28,False
26,GRAVITY_AWAY_DOG,9,14,34,24,-6,-14,25,26,31,40,True
8,GRAVITY_AWAY_DOG,13,16,7,2,-10,-10,5,4,15,14,True
9,GRAVITY_HOME_DOG,13,4,7,13,-6,6,9,11,15,5,True
10,GRAVITY_AWAY_DOG,14,15,8,7,-12,-9,5,10,17,19,True
11,GRAVITY_HOME_DOG,16,8,7,12,-11,2,10,12,21,10,True
12,GRAVITY_AWAY_DOG,5,16,16,7,0,-13,10,10,10,23,False
13,GRAVITY_HOME_DOG,14,9,11,15,-3,-7,14,10,17,17,False
16,GRAVITY_HOME_DOG,13,4,15,23,-14,7,12,20,26,13,False
18,GRAVITY_HOME_DOG,14,11,14,22,-5,0,20,18,25,18,False
23,GRAVITY_AWAY_DOG,6,15,35,17,3,-23,24,16,21,39,False
23,GRAVITY_HOME_DOG,13,1,24,48,-12,26,29,41,41,15,False
24,GRAVITY_AWAY_DOG,4,16,38,17,15,-23,39,20,24,43,True
25,GRAVITY_HOME_DOG,16,11,17,31,-25,-10,20,23,45,33,True
27,CRUSHER_AWAY_FAV,13,4,27,45,-15,13,34,36,49,23,True
28,GRAVITY_AWAY_DOG,7,13,42,27,4,-16,30,35,26,51,True
28,GRAVITY_HOME_DOG,15,2,20,54,-29,26,20,46,49,20,True
29,GRAVITY_AWAY_DOG,12,15,32,20,0,-31,24,20,24,51,False
8,GRAVITY_AWAY_DOG,13,14,7,4,-1,-4,5,3,6,7,True
9,GRAVITY_HOME_DOG,15,16,4,4,-5,-15,3,3,8,18,True
10,GRAVITY_AWAY_DOG,9,16,11,4,-6,-6,12,3,18,9,True
11,GRAVITY_HOME_DOG,16,2,4,22,-12,3,3,17,15,14,True
12,GRAVITY_AWAY_DOG,8,16,14,4,1,-17,13,3,12,20,True
13,GRAVITY_HOME_DOG,13,8,10,17,-14,2,7,13,21,11,True
13,GRAVITY_HOME_DOG,16,5,4,21,-18,4,3,16,21,12,True
14,GRAVITY_AWAY_DOG,5,16,22,4,13,-21,26,3,13,24,True
15,GRAVITY_AWAY_DOG,9,16,19,4,-1,-23,17,3,18,26,True
16,GRAVITY_AWAY_DOG,11,16,18,4,-6,-26,17,3,23,29,True
18,GRAVITY_AWAY_DOG,10,14,23,13,0,-20,20,14,20,34,True
19,GRAVITY_HOME_DOG,15,3,13,34,-22,25,14,41,36,16,True
23,GRAVITY_HOME_DOG,16,13,13,23,-21,-10,18,24,39,34,False
24,GRAVITY_HOME_DOG,16,15,14,14,-28,-25,17,13,45,38,False
28,GRAVITY_AWAY_DOG,6,13,43,26,2,-15,39,26,37,41,True
29,GRAVITY_HOME_DOG,13,1,26,57,-17,23,28,49,45,26,True
13,CRUSHER_HOME_FAV,1,16,30,4,16,-19,24,8,8,27,True
14,GRAVITY_HOME_DOG,16,8,4,17,-22,-1,10,21,32,22,False
22,GRAVITY_AWAY_DOG,5,13,32,23,9,-10,40,29,31,39,True
23,GRAVITY_HOME_DOG,13,7,23,31,-13,4,29,27,42,23,False
25,GRAVITY_HOME_DOG,16,6,16,33,-26,0,21,27,47,27,True
26,GRAVITY_HOME_DOG,16,15,16,18,-27,-32,21,17,48,49,True
27,GRAVITY_AWAY_DOG,14,16,22,16,-25,-28,23,23,48,51,True
28,GRAVITY_HOME_DOG,16,3,16,53,-29,21,23,43,52,22,True
30,GRAVITY_HOME_DOG,13,10,31,37,-12,-7,33,41,45,48,False
10,GRAVITY_AWAY_DOG,7,15,15,6,7,-7,21,10,14,17,True
11,GRAVITY_HOME_DOG,15,12,6,10,-9,-3,10,17,19,20,True
12,GRAVITY_AWAY_DOG,7,16,17,6,6,-11,18,10,12,21,True
12,GRAVITY_AWAY_DOG,11,14,13,7,-1,-10,19,10,20,20,False
13,GRAVITY_HOME_DOG,16,15,6,7,-14,-13,10,11,24,24,True
16,GRAVITY_HOME_DOG,14,6,12,23,-11,4,13,24,24,20,False
18,GRAVITY_AWAY_DOG,13,16,17,8,-5,-22,15,12,20,34,True
19,GRAVITY_HOME_DOG,16,6,8,30,-23,3,13,25,36,22,True
7,GRAVITY_AWAY_DOG,8,16,9,1,1,-7,10,4,9,11,False
7,GRAVITY_AWAY_DOG,4,15,12,3,5,-8,10,2,5,10,True
7,GRAVITY_HOME_DOG,14,6,3,11,-5,1,3,9,8,8,True
8,GRAVITY_AWAY_DOG,12,15,6,3,-12,-6,6,3,18,9,True
8,GRAVITY_HOME_DOG,16,9,3,9,-10,-2,3,10,13,12,True
9,GRAVITY_HOME_DOG,16,11,3,7,-9,-3,3,8,12,11,True
10,GRAVITY_AWAY_DOG,14,16,7,3,-8,-10,5,3,13,13,False
15,GRAVITY_HOME_DOG,16,5,11,22,-11,4,14,18,25,14,True
16,GRAVITY_AWAY_DOG,10,16,18,11,-7,-14,16,14,23,28,True
19,GRAVITY_AWAY_DOG,3,15,38,13,14,-20,26,12,12,32,True
20,GRAVITY_HOME_DOG,15,1,13,44,-23,26,12,46,35,20,False
21,GRAVITY_HOME_DOG,16,11,12,23,-24,-13,16,26,40,39,True
22,GRAVITY_AWAY_DOG,12,16,24,12,-2,-25,22,18,24,43,True
23,GRAVITY_HOME_DOG,16,15,12,16,-30,-25,18,13,48,38,False
30,GRAVITY_AWAY_DOG,2,14,58,24,29,-25,62,25,33,50,True
6,GRAVITY_HOME_DOG,16,7,1,7,-4,1,4,7,8,6,True
7,GRAVITY_AWAY_DOG,3,16,15,1,6,-5,12,4,6,9,True
8,GRAVITY_HOME_DOG,16,6,1,12,-7,3,5,11,12,8,True
9,GRAVITY_AWAY_DOG,14,16,5,1,-8,-9,7,6,15,15,True
9,GRAVITY_HOME_DOG,15,8,3,11,-9,2,5,6,14,4,True
10,GRAVITY_HOME_DOG,16,15,1,3,-11,-11,7,5,18,16,True
16,GRAVITY_AWAY_DOG,2,14,32,11,12,-14,27,14,15,28,True
17,GRAVITY_HOME_DOG,14,15,11,7,-16,-18,15,12,31,30,True
19,GRAVITY_HOME_DOG,14,16,12,6,-21,-19,11,19,32,38,True
23,GRAVITY_HOME_DOG,13,10,15,26,-22,-1,19,22,41,23,True
27,GRAVITY_HOME_DOG,16,14,13,20,-32,-23,22,18,54,41,True
28,GRAVITY_AWAY_DOG,9,16,38,13,-9,-33,34,22,43,55,True
29,GRAVITY_HOME_DOG,16,8,13,41,-34,-2,22,41,56,43,False
13,GRAVITY_HOME_DOG,16,12,4,13,-24,-2,5,8,29,10,True
18,GRAVITY_AWAY_DOG,3,14,34,14,16,-11,29,12,13,23,True
22,GRAVITY_AWAY_DOG,5,16,33,9,4,-30,25,15,21,45,True
23,GRAVITY_HOME_DOG,16,13,9,22,-32,-7,15,20,47,27,False
27,GRAVITY_AWAY_DOG,6,14,42,22,6,-14,31,21,25,35,True
9,GRAVITY_HOME_DOG,13,11,7,8,-4,-4,12,9,16,13,True
15,GRAVITY_AWAY_DOG,13,16,12,7,-13,-14,14,8,27,22,False
18,GRAVITY_HOME_DOG,14,6,12,27,-17,6,15,34,32,28,True
19,GRAVITY_AWAY_DOG,3,15,33,12,10,-20,31,15,21,35,True
20,GRAVITY_AWAY_DOG,11,16,22,12,-3,-21,22,16,25,37,True
25,GRAVITY_HOME_DOG,16,10,13,32,-28,-3,17,27,45,30,True
26,GRAVITY_AWAY_DOG,13,16,24,13,-15,-33,19,17,34,50,True
7,GRAVITY_AWAY_DOG,6,14,11,4,2,-4,8,7,6,11,True
8,GRAVITY_HOME_DOG,14,3,4,14,-5,6,7,12,12,6,True
9,GRAVITY_AWAY_DOG,16,13,3,7,-12,-6,5,12,17,18,True
15,GRAVITY_HOME_DOG,13,9,13,21,-11,3,16,19,27,16,True
18,GRAVITY_HOME_DOG,15,12,11,15,-15,-13,17,15,32,28,False
21,GRAVITY_AWAY_DOG,1,14,52,15,32,-16,48,21,16,37,True
22,GRAVITY_AWAY_DOG,15,14,14,15,-22,-19,22,21,44,40,False
23,GRAVITY_AWAY_DOG,9,15,32,14,4,-23,28,23,24,46,False
25,GRAVITY_HOME_DOG,16,3,11,43,-35,15,11,54,46,39,True
26,GRAVITY_AWAY_DOG,5,16,42,11,8,-36,44,13,36,49,True
27,GRAVITY_HOME_DOG,16,11,11,25,-40,-14,14,29,54,43,False
29,GRAVITY_AWAY_DOG,6,15,44,20,16,-31,50,29,34,60,True
30,GRAVITY_HOME_DOG,15,11,20,27,-32,-17,29,32,61,49,False
7,GRAVITY_HOME_DOG,15,9,3,7,-7,1,4,9,11,8,True
8,GRAVITY_AWAY_DOG,1,16,18,3,12,-12,16,4,4,16,True
9,GRAVITY_HOME_DOG,16,3,3,16,-14,5,5,16,19,11,True
10,GRAVITY_AWAY_DOG,14,16,7,3,-6,-17,10,5,16,22,True
11,GRAVITY_HOME_DOG,16,15,3,6,-18,-13,6,7,24,20,True
18,GRAVITY_AWAY_DOG,5,14,32,16,9,-15,30,17,21,32,True
19,GRAVITY_HOME_DOG,15,11,16,19,-18,-7,17,25,35,32,True
19,CRUSHER_AWAY_FAV,16,2,10,36,-21,27,16,46,37,19,False
20,GRAVITY_AWAY_DOG,11,15,20,16,-7,-11,26,19,33,30,True
21,GRAVITY_HOME_DOG,15,6,16,35,-12,17,20,40,32,23,True
27,GRAVITY_AWAY_DOG,4,13,47,25,15,-17,45,29,30,46,True
29,GRAVITY_HOME_DOG,16,9,14,37,-32,-8,21,27,53,35,True
30,GRAVITY_HOME_DOG,16,15,14,26,-35,-20,21,17,56,37,True
6,GRAVITY_HOME_DOG,16,9,1,6,-5,0,0,4,5,4,False
9,GRAVITY_HOME_DOG,14,12,5,8,-6,-4,5,10,11,14,False
16,GRAVITY_AWAY_DOG,8,16,23,7,1,-24,19,10,18,34,True
22,GRAVITY_AWAY_DOG,2,15,43,10,23,-18,44,18,21,36,True
23,GRAVITY_HOME_DOG,15,8,10,32,-19,4,19,30,38,26,True
24,GRAVITY_AWAY_DOG,5,16,38,10,10,-23,35,20,25,43,True
25,GRAVITY_HOME_DOG,16,10,10,31,-25,-7,22,29,47,36,False
30,GRAVITY_HOME_DOG,14,12,26,31,-20,-14,28,18,48,32,True
6,GRAVITY_HOME_DOG,13,15,3,2,-4,-7,3,1,7,8,True
7,GRAVITY_HOME_DOG,14,2,3,13,-5,8,4,14,9,6,False
8,GRAVITY_HOME_DOG,15,14,4,5,-6,-7,7,3,13,10,False
10,GRAVITY_HOME_DOG,15,6,7,15,-12,3,8,15,20,12,False
19,GRAVITY_HOME_DOG,15,9,14,25,-9,-2,14,28,23,30,True
8,GRAVITY_HOME_DOG,15,1,4,17,-11,7,4,13,15,6,True
9,GRAVITY_AWAY_DOG,12,15,6,4,-6,-12,7,4,13,16,True
10,GRAVITY_HOME_DOG,15,12,4,8,-13,-5,5,11,18,16,True
13,GRAVITY_AWAY_DOG,11,15,16,6,-3,-14,14,6,17,20,False
16,CRUSHER_HOME_FAV,1,14,37,10,17,-19,25,16,8,35,True
17,GRAVITY_HOME_DOG,16,11,10,17,-23,-8,16,16,39,24,True
18,GRAVITY_AWAY_DOG,12,16,15,10,-8,-24,21,16,29,40,True
19,GRAVITY_HOME_DOG,16,3,10,37,-26,18,16,35,42,17,True
20,GRAVITY_AWAY_DOG,10,16,24,10,-3,-27,19,17,22,44,True
21,GRAVITY_HOME_DOG,16,15,10,13,-30,-21,17,13,47,34,True
6,GRAVITY_AWAY_DOG,10,13,6,3,0,-6,5,4,5,10,False
6,GRAVITY_HOME_DOG,15,11,3,6,-12,-1,2,1,14,2,False
12,GRAVITY_AWAY_DOG,6,15,17,5,7,-16,24,6,17,22,True
13,GRAVITY_HOME_DOG,15,5,5,21,-18,7,7,17,25,10,False
20,GRAVITY_HOME_DOG,13,7,18,31,-15,9,23,35,38,26,False
25,GRAVITY_AWAY_DOG,4,13,44,21,19,-11,37,17,18,28,True
26,GRAVITY_AWAY_DOG,8,14,36,21,12,-14,41,17,29,31,True
6,GRAVITY_HOME_DOG,13,7,3,9,-5,-1,3,8,8,9,True
16,GRAVITY_AWAY_DOG,12,15,17,10,-9,-9,12,11,21,20,False
17,GRAVITY_HOME_DOG,15,10,12,18,-16,-1,12,17,28,18,False
19,CRUSHER_HOME_FAV,1,13,37,17,14,-14,25,14,11,28,True
20,GRAVITY_HOME_DOG,13,15,17,15,-16,-16,14,16,30,32,True
21,GRAVITY_AWAY_DOG,4,15,39,17,11,-17,24,15,13,32,True
9,GRAVITY_AWAY_DOG,11,14,8,6,-5,-14,7,4,12,18,True
14,GRAVITY_AWAY_DOG,13,16,11,6,-7,-18,15,8,22,26,True
15,GRAVITY_HOME_DOG,16,4,6,26,-19,7,8,15,27,8,False
18,GRAVITY_AWAY_DOG,12,13,18,14,-9,-8,20,22,29,30,True
22,GRAVITY_HOME_DOG,16,7,12,32,-27,4,14,33,41,29,True
23,GRAVITY_AWAY_DOG,12,16,21,12,-12,-31,24,14,36,45,True
26,GRAVITY_HOME_DOG,16,7,15,38,-30,7,19,43,49,36,True
27,GRAVITY_AWAY_DOG,13,16,26,15,-13,-32,29,19,42,51,True
28,GRAVITY_HOME_DOG,16,15,15,17,-33,-31,19,19,52,50,False
7,GRAVITY_HOME_DOG,16,2,2,13,-5,6,3,12,8,6,False
9,GRAVITY_HOME_DOG,15,10,6,10,-7,-1,8,5,15,6,True
15,GRAVITY_AWAY_DOG,4,13,26,13,9,-2,25,15,16,17,True
16,GRAVITY_HOME_DOG,15,1,13,33,-5,16,16,27,21,11,True
17,GRAVITY_HOME_DOG,13,6,15,25,-11,2,14,17,25,15,True
17,GRAVITY_AWAY_DOG,9,16,21,13,-6,-6,27,16,33,22,False
18,GRAVITY_AWAY_DOG,4,15,30,15,7,-12,29,14,22,26,True
19,GRAVITY_HOME_DOG,16,3,14,36,-10,9,10,29,20,20,True
19,GRAVITY_HOME_DOG,15,10,15,21,-15,-9,14,28,29,37,True
20,GRAVITY_AWAY_DOG,1,15,40,15,24,-16,34,15,10,31,True
20,GRAVITY_AWAY_DOG,13,16,17,14,-8,-11,19,11,27,22,True
21,GRAVITY_HOME_DOG,16,12,15,20,-17,-5,17,22,34,27,True
6,GRAVITY_HOME_DOG,15,4,3,9,-7,2,4,9,11,7,True
7,GRAVITY_AWAY_DOG,16,15,1,3,-15,-9,5,5,20,14,True
10,GRAVITY_HOME_DOG,15,4,5,14,-12,7,7,16,19,9,True
15,GRAVITY_AWAY_DOG,6,16,21,6,7,-21,22,9,15,30,True
16,GRAVITY_AWAY_DOG,9,16,21,6,1,-22,17,9,16,31,True
17,GRAVITY_HOME_DOG,15,4,7,28,-20,12,10,31,30,19,True
17,GRAVITY_HOME_DOG,16,12,6,21,-24,-4,10,18,34,22,True
18,GRAVITY_AWAY_DOG,6,16,28,6,6,-25,22,10,16,35,True
19,GRAVITY_HOME_DOG,16,15,6,11,-28,-19,10,13,38,32,False
19,GRAVITY_HOME_DOG,13,6,21,30,-7,12,14,33,21,21,True
20,GRAVITY_HOME_DOG,13,16,21,9,-13,-26,14,12,27,38,False
22,GRAVITY_AWAY_DOG,15,14,12,14,-22,-25,15,16,37,41,False
25,GRAVITY_AWAY_DOG,10,16,31,12,-5,-28,27,17,32,45,True
26,GRAVITY_HOME_DOG,16,1,12,48,-29,20,18,41,47,21,False
6,GRAVITY_HOME_DOG,15,16,3,3,-4,-5,4,3,8,8,True
7,GRAVITY_AWAY_DOG,3,16,11,3,3,-5,8,4,5,9,True
8,GRAVITY_HOME_DOG,16,7,3,10,-8,4,4,13,12,9,True
9,GRAVITY_AWAY_DOG,2,16,17,3,5,-10,13,4,8,14,True
10,GRAVITY_HOME_DOG,16,11,3,10,-11,2,4,10,15,8,False
26,CRUSHER_AWAY_FAV,16,2,21,52,-18,29,17,54,35,25,False
10,GRAVITY_AWAY_DOG,7,16,12,4,1,-12,9,5,8,17,True
10,GRAVITY_HOME_DOG,13,1,8,23,-4,13,8,17,12,4,True
11,GRAVITY_HOME_DOG,16,11,4,11,-14,-6,6,11,20,17,True
12,GRAVITY_AWAY_DOG,11,16,12,4,-3,-16,11,6,14,22,True
13,GRAVITY_HOME_DOG,16,3,4,25,-17,9,6,24,23,15,True
14,GRAVITY_AWAY_DOG,6,16,21,4,3,-18,17,6,14,24,True
15,GRAVITY_AWAY_DOG,8,15,21,10,1,-5,16,14,15,19,True
15,GRAVITY_HOME_DOG,16,14,4,11,-19,-13,6,11,25,24,True
16,GRAVITY_HOME_DOG,15,2,10,32,-8,14,15,24,23,10,True
16,GRAVITY_HOME_DOG,16,1,4,35,-22,17,6,32,28,15,True
17,GRAVITY_AWAY_DOG,10,15,18,10,-7,-11,19,15,26,26,True
17,GRAVITY_AWAY_DOG,11,16,18,4,-9,-23,17,8,26,31,True
18,GRAVITY_HOME_DOG,16,1,4,38,-25,19,9,30,34,11,True
19,GRAVITY_AWAY_DOG,14,16,18,4,-15,-29,19,10,34,39,True
20,GRAVITY_AWAY_DOG,15,16,12,4,-13,-31,17,11,30,42,True
21,GRAVITY_HOME_DOG,16,3,4,38,-32,18,12,36,44,18,True
22,GRAVITY_AWAY_DOG,4,16,39,4,14,-34,33,12,19,46,True
22,CRUSHER_AWAY_FAV,14,1,20,47,-13,20,23,43,36,23,False
23,GRAVITY_HOME_DOG,16,9,4,29,-36,-3,12,22,48,25,False
